commune,vote_yes,vote_no,turnout_perc,canton,canton_name,bfsnr,n_taxed,mean_income,median_income,gini-coeff,percent_yes
Muotathal,286,1203,57.4,SZ,Schwyz,1367,1968,39802.158638482,36757.1428571429,0.34897648470269,0.192075218267293
Bogis-Bossey,49,206,59.72,VD,Vaud,5705,433,66574.953763221,53300,0.498007395155395,0.192156862745098
Freienbach,1155,4829,60.5,SZ,Schwyz,1322,10097,139588.514646653,56916.6666666667,0.68423729103649,0.193014705882353
Pfeffingen,189,787,60.5,BL,Basel-Landschaft,2772,1316,73769.7165797795,58569.2307692308,0.465980525795591,0.193647540983607
Hergiswil (NW),446,1847,60.6,NW,Nidwalden,1507,3587,156532.01007164,51733.3333333333,0.755249055443909,0.194505015263846
Küsnacht (ZH),1127,4665,64.3,ZH,Zürich,154,8604,106447.111322609,58261.1111111111,0.610559605811559,0.194578729281768
Crans-près-Céligny,145,596,67.02,VD,Vaud,5713,1137,88221.177686326,60800,0.544972859487198,0.195681511470985
Biel-Benken,271,1113,60.6,BL,Basel-Landschaft,2764,1826,72681.1433735538,60083.3333333333,0.433403278290585,0.195809248554913
Salouf,16,65,50.88,GR,Graubünden / Grigioni / Grisch,3538,167,31537.7665913594,28800,0.466832257913629,0.197530864197531
Leibstadt,84,341,57.16,AG,Aargau,4311,722,47031.2806440777,44730.9523809524,0.334036277136417,0.197647058823529
Kilchberg (ZH),589,2388,63.63,ZH,Zürich,135,4880,97732.7188821119,64225,0.538926193092305,0.197850184749748
Rain,206,832,57.9,LU,Luzern,1037,1358,52468.1234632856,47483.3333333333,0.351293186749666,0.198458574181118
Erlenbach (ZH),448,1809,65.93,ZH,Zürich,151,3225,113694.763081804,61500,0.616766515467342,0.198493575542756
Rüschlikon,422,1694,62.65,ZH,Zürich,139,3477,92548.9665958569,58437.5,0.558382694160401,0.199432892249527
Habsburg,41,164,63.38,AG,Aargau,4099,248,61140.9769372338,55500,0.380865029126558,0.2
Zermatt,280,1118,49.33,VS,Valais / Wallis,6300,4248,39718.3016291352,33449.5192307692,0.532116088520353,0.200286123032904
Altendorf,507,2019,58.9,SZ,Schwyz,1341,3965,79563.6814155034,52400,0.518789731528211,0.200712589073634
Feldbrunnen-St. Niklaus,108,428,70.5,SO,Solothurn,2544,640,88933.4321819674,60900,0.513698904128615,0.201492537313433
Risch,703,2785,57.3,ZG,Zug,1707,5839,66975.9230929257,52708.3333333333,0.442163630902048,0.201548165137615
Hünenberg,740,2910,62.2,ZG,Zug,1703,4951,72637.0626397754,54666.6666666667,0.481309860052876,0.202739726027397
Brütten,205,803,66.41,ZH,Zürich,213,1222,63568.1401405317,56250,0.416734717168885,0.203373015873016
Romanel-sur-Morges,45,175,67.47,VD,Vaud,5645,263,59919.251700593,52384.6153846154,0.426379819623515,0.204545454545455
Rickenbach (LU),209,812,52.46,LU,Luzern,1097,1708,43304.8380537329,39200,0.372032456430044,0.204701273261508
Rivaz,33,128,69.07,VD,Vaud,5609,218,59857.8860259328,48188.0952380952,0.444819379205567,0.204968944099379
Vandoeuvres,192,741,67.1,GE,Genève,6642,1421,122219.517113324,55900,0.68653544182018,0.205787781350482
Schenkon,258,994,60.84,LU,Luzern,1099,1623,65422.9300142452,50923.0769230769,0.431033077262405,0.206070287539936
Gingins,86,330,62.31,VD,Vaud,5719,672,73470.9728233352,53066.6666666667,0.514719122104641,0.206730769230769
Oberägeri,450,1725,61.7,ZG,Zug,1706,3346,81231.4786974783,48745.3703703704,0.570892702628405,0.206896551724138
Meggen,650,2482,64.96,LU,Luzern,1063,4221,87317.5500563965,54200,0.571567512451354,0.207535121328225
Unterengstringen,277,1057,59.2,ZH,Zürich,249,2156,63259.0236245769,51700,0.441332146140417,0.207646176911544
Würenlingen,291,1108,53.12,AG,Aargau,4047,2490,49866.669560985,47400,0.332513630723878,0.208005718370264
Aesch (ZH),109,415,65.6,ZH,Zürich,241,676,73854.1806272021,59000,0.445934369807082,0.208015267175573
Bettwil,48,182,53.83,AG,Aargau,4227,325,50065.1170768053,43800,0.394844600901945,0.208695652173913
Schluein,33,125,40.41,GR,Graubünden / Grigioni / Grisch,3582,371,36062.3403676687,32900,0.416281540985725,0.208860759493671
Unterlunkhofen,105,397,54.73,AG,Aargau,4079,759,57999.1683313861,53615.3846153846,0.337433337522594,0.209163346613546
Pontresina,128,483,51.34,GR,Graubünden / Grigioni / Grisch,3784,1444,50132.0649026866,37585.7142857143,0.517427602969512,0.20949263502455
Winkel,380,1427,60.97,ZH,Zürich,72,2578,76197.2219701047,60033.3333333333,0.453212364472434,0.210293303818484
Innerthal,19,71,59.2,SZ,Schwyz,1343,109,39489.6709177673,35571.4285714286,0.359780557846521,0.211111111111111
Zollikon,1098,4095,63.99,ZH,Zürich,161,7781,101965.310020041,62047.6190476191,0.575732577480777,0.211438474870017
Villars-Epeney,11,41,76.47,VD,Vaud,5935,57,53804.4835200537,36500,0.550075273670064,0.211538461538462
Meisterschwanden,227,846,57.46,AG,Aargau,4202,1666,61310.2658737487,49800,0.416936600443434,0.211556383970177
Büttikon,80,298,60.28,AG,Aargau,4064,561,54656.6054893583,48100,0.339917920795752,0.211640211640212
Rothenthurm,177,658,55.8,SZ,Schwyz,1370,1252,43938.9395237654,39283.3333333333,0.352647026090418,0.211976047904192
Oberwil-Lieli,208,771,62.46,AG,Aargau,4074,1258,78617.4834220306,56219.0476190476,0.476989313863853,0.212461695607763
Ermensee,71,262,56.28,LU,Luzern,1025,464,47615.0697136873,42916.6666666667,0.376676113601627,0.213213213213213
Mundaun,22,81,42.45,GR,Graubünden / Grigioni / Grisch,3617,263,31032.7566258925,27700,0.444154143889511,0.213592233009709
Oberembrach,106,390,61.24,ZH,Zürich,65,669,57052.4827822768,51300,0.364627646145365,0.213709677419355
Neuheim,184,676,66.4,ZG,Zug,1705,1141,58984.9421292344,48000,0.442727968492544,0.213953488372093
Borex,64,233,61.68,VD,Vaud,5706,489,74118.7685326489,57666.6666666667,0.483788353752465,0.215488215488215
St. Moritz,357,1290,63.01,GR,Graubünden / Grigioni / Grisch,3787,3886,62051.6510031866,38733.3333333333,0.592282688522368,0.216757741347905
Maur,871,3145,62.79,ZH,Zürich,195,5680,73382.9250534731,56215.3846153846,0.469013676990178,0.216882470119522
Ballwil,232,837,59.09,LU,Luzern,1023,1457,50422.1955085811,46733.3333333333,0.328804646765362,0.217025257249766
Seengen,329,1183,58.51,AG,Aargau,4208,2183,57449.0929791889,50200,0.371902481117047,0.217592592592593
Commugny,175,629,62.23,VD,Vaud,5711,1365,80424.4288888072,56333.3333333333,0.545926590511204,0.217661691542289
Oberrüti,108,388,52.03,AG,Aargau,4237,792,47115.7803288194,45883.3333333333,0.329752631154894,0.217741935483871
Lumnezia,157,563,40.56,GR,Graubünden / Grigioni / Grisch,3618,1476,33655.585422557,31883.3333333333,0.386534141193976,0.218055555555556
Celerina/Schlarigna,94,337,51.6,GR,Graubünden / Grigioni / Grisch,3782,1314,59976.732517192,31797.619047619,0.643289514661342,0.218097447795824
Stetten (SH),131,469,75.8,SH,Schaffhausen,2919,678,63280.5779809399,52171.4285714286,0.443822926812644,0.218333333333333
Homburg,117,418,50.7,TG,Thurgau,4816,851,47102.9669806558,40100,0.387270883100573,0.218691588785047
Wettswil am Albis,454,1620,64.41,ZH,Zürich,14,2621,71174.0591435813,60066.6666666667,0.417235443366164,0.218900675024108
Fischbach-Göslikon,118,421,47.75,AG,Aargau,4067,916,48084.452763059,45707.1428571429,0.337429550831493,0.218923933209648
Küssnacht (SZ),1037,3697,58.4,SZ,Schwyz,1331,7469,74140.9075227076,48400,0.53062559811524,0.219053654414871
Luins,36,128,58.22,VD,Vaud,5858,319,72082.6346560673,50875,0.478320808978133,0.219512195121951
Bergdietikon,230,817,59.11,AG,Aargau,4023,1570,67045.80185958,56031.25,0.390771851253584,0.219675262655205
Beinwil (Freiamt),87,309,53.22,AG,Aargau,4224,591,46190.0995041758,42857.1428571429,0.334403884669433,0.21969696969697
Buchillon,58,206,68.64,VD,Vaud,5623,347,106763.05469933,63800,0.595069086147043,0.21969696969697
Andwil (SG),161,571,54.63,SG,St. Gallen,3441,1002,49571.1075535453,44600,0.373426425084098,0.219945355191257
Nürensdorf,506,1793,61.58,ZH,Zürich,64,3213,66467.8358427724,54400,0.433046851968381,0.220095693779904
Corsier (GE),142,503,60.1,GE,Genève,6619,1099,96548.1057031599,52800,0.642745769230533,0.22015503875969
Remigen,90,317,54.81,AG,Aargau,4110,574,52162.1422459689,49900,0.32139018752699,0.221130221130221
Ennetbürgen,445,1562,59.8,NW,Nidwalden,1505,2810,62298.6427549355,48755.5555555556,0.426331827023446,0.221723966118585
Birmenstorf (AG),215,754,52.27,AG,Aargau,4024,1638,56346.0403781105,51600,0.333431653984243,0.2218782249742
Chavannes-de-Bogis,73,256,57.46,VD,Vaud,5707,659,67566.4336015616,51700,0.516175031221321,0.221884498480243
Meilen,1133,3972,60.58,ZH,Zürich,156,8003,80374.5074718261,56400,0.516705276254324,0.221939275220372
Eggenwil,89,312,63.61,AG,Aargau,4066,533,54930.9116055561,49700,0.33793760813005,0.221945137157107
Bournens,30,105,63.43,VD,Vaud,5472,186,58936.2045029631,50484.962406015,0.381772486415482,0.222222222222222
Sempach,402,1403,62.16,LU,Luzern,1102,2259,56228.5596482415,48500,0.392929983611147,0.222714681440443
Remetschwil,172,600,55.59,AG,Aargau,4039,1112,59173.1305902051,51657.1428571429,0.405879850344986,0.22279792746114
Vinelz,74,258,52.97,BE,Bern / Berne,502,504,46530.9134419489,43354.1666666667,0.365685524877303,0.22289156626506
Sattel,162,564,54.9,SZ,Schwyz,1371,1103,49130.7823248487,42238.0952380952,0.394930257266329,0.223140495867769
Unterägeri,697,2426,60.5,ZG,Zug,1709,4845,61789.1046178147,48400,0.447878176577299,0.22318283701569
Vufflens-le-Château,75,261,68.7,VD,Vaud,5653,426,77128.3994515401,64100,0.458388581501894,0.223214285714286
Hofstetten (ZH),48,167,61.11,ZH,Zürich,222,268,46818.7412866984,43550,0.368150545207089,0.223255813953488
Böttstein,209,726,48.84,AG,Aargau,4303,2107,45304.0224656238,42400,0.339753985436923,0.223529411764706
Schönengrund,49,170,58.3,AR,Appenzell Ausserrhoden,3003,311,38451.9320830414,36500,0.326861697590048,0.223744292237443
Hundwil,77,267,49.4,AR,Appenzell Ausserrhoden,3002,526,35016.3635009455,31950,0.350678689103642,0.223837209302326
Andermatt,99,343,47.2,UR,Uri,1202,897,45219.0299227807,38625,0.45055676039298,0.223981900452489
Mies,108,374,55.23,VD,Vaud,5723,1010,101853.961292119,48851.6483516484,0.674522300349148,0.224066390041494
Bellikon,149,515,57.23,AG,Aargau,4022,924,65708.4752688137,58866.6666666667,0.358807501236094,0.224397590361446
Essertines-sur-Rolle,51,176,64.11,VD,Vaud,5856,352,59433.7533697114,48550,0.479547065323869,0.224669603524229
Collonge-Bellerive,586,2020,63.3,GE,Genève,6616,4222,95331.1695555922,53600,0.639445846885341,0.224865694551036
Rovray,18,62,69.23,VD,Vaud,5928,94,44250.518503934,37750,0.356109362370455,0.225
Flühli,175,602,64.99,LU,Luzern,1004,1067,32689.631191386,30500,0.391482100025456,0.225225225225225
Furna,14,48,43.97,GR,Graubünden / Grigioni / Grisch,3862,112,31086.9930664573,29700,0.327556062565728,0.225806451612903
Menzingen,390,1337,59,ZG,Zug,1704,2604,56157.5760535047,42400,0.499031743019137,0.225825130283729
Römerswil,141,483,52.57,LU,Luzern,1039,917,44493.4039826137,40900,0.337120989471154,0.225961538461538
Grancy,40,137,65.93,VD,Vaud,5485,227,58543.4141013987,49600,0.447649736875891,0.225988700564972
Buochs,484,1657,57.6,NW,Nidwalden,1502,3194,49530.8136983801,44902.3809523809,0.363024167706976,0.226062587575899
Steinerberg,81,277,53.7,SZ,Schwyz,1374,514,44786.8890173775,39850,0.369821127530203,0.226256983240223
Oetwil an der Limmat,226,772,60.43,ZH,Zürich,246,1484,63474.2773138791,52266.6666666667,0.412345884099467,0.226452905811623
Bettingen,110,375,66.3,BS,Basel-Stadt,2702,687,71246.4631530555,55200,0.476943705442184,0.22680412371134
Schönenberg (ZH),195,664,61.15,ZH,Zürich,140,1121,57413.429705427,48266.6666666667,0.419415615431575,0.227008149010477
Genolier,142,483,64.69,VD,Vaud,5718,1001,73862.0170971366,55333.3333333333,0.51530655401497,0.2272
Gettnau,65,221,42.21,LU,Luzern,1130,577,38557.2615605886,36571.4285714286,0.322658585528235,0.227272727272727
Uerkheim,117,397,52.12,AG,Aargau,4286,792,45304.9093779581,44090.4761904762,0.308323355817396,0.227626459143969
Holziken,92,312,45.33,AG,Aargau,4136,795,47363.732186996,44300,0.301022983970469,0.227722772277228
Niederrohrdorf,316,1071,56.97,AG,Aargau,4035,2093,57008.9284098959,51600,0.354375699718631,0.227829848594088
Würenlos,487,1648,53.94,AG,Aargau,4048,3356,58497.5490820934,52900,0.363291463275105,0.228103044496487
Mörschwil,378,1279,64.75,SG,St. Gallen,3214,2015,65000.9384088841,51733.3333333333,0.455644869333242,0.228123114061557
Volken,30,101,62.26,ZH,Zürich,43,166,53177.3393329116,41407.1428571429,0.416639506960811,0.229007633587786
Cologny,356,1198,62.9,GE,Genève,6617,2872,134958.373306102,58005.5555555556,0.713589078447144,0.229086229086229
Birrhard,58,195,52.16,AG,Aargau,4093,413,50046.1329054979,48400,0.320424415740914,0.229249011857708
Founex,191,641,59.43,VD,Vaud,5717,1772,89158.4689363588,57266.6666666667,0.583749723126696,0.229567307692308
Hérémence,178,596,69.57,VS,Valais / Wallis,6084,1267,30884.5087782107,27000,0.509239771544827,0.229974160206718
Steinhausen,862,2883,64,ZG,Zug,1708,5527,62021.8929370963,50100,0.437599867336867,0.230173564753004
Niederwil (AG),193,645,49.27,AG,Aargau,4072,1525,48988.39004684,46846.1538461538,0.339173686567871,0.230310262529833
Humlikon,53,177,65.63,ZH,Zürich,32,263,51658.5940911311,49000,0.387612398765765,0.230434782608696
Démoret,15,50,67.35,VD,Vaud,5912,87,40223.8403997025,35333.3333333333,0.364397842356958,0.230769230769231
Inwil,210,700,55.82,LU,Luzern,1033,1327,49548.4751847511,46900,0.319376509559287,0.230769230769231
Anières,180,598,63.2,GE,Genève,6602,1275,1021727.35495276,54000,0.966082686467167,0.231362467866324
Greppen,113,375,75.61,LU,Luzern,1056,563,52789.08476218,44047.619047619,0.412958944580199,0.23155737704918
Bachs,70,232,65.19,ZH,Zürich,81,341,52476.4015554338,45400,0.375238124786832,0.231788079470199
Geltwil,16,53,53.08,AG,Aargau,4232,103,53717.9310299648,41900,0.418693490144397,0.231884057971014
Baar,1852,6133,58.8,ZG,Zug,1701,13609,67240.8086533935,50600,0.468668105331061,0.231934877896055
Hildisrieden,210,695,62.16,LU,Luzern,1088,1145,52852.6396337262,45791.6666666667,0.382753596196434,0.232044198895028
Doppleschwand,65,215,54.14,LU,Luzern,1001,377,38586.9926515204,37666.6666666667,0.294586995112613,0.232142857142857
Villarsel-sur-Marly,10,33,79.63,FR,Fribourg / Freiburg,2230,50,40441.6584249084,37571.4285714286,0.431878025078002,0.232558139534884
Berg am Irchel,77,254,72.47,ZH,Zürich,23,366,51559.4517643357,45077.7777777778,0.391383965417113,0.232628398791541
Champvent,54,178,62.4,VD,Vaud,5905,304,52491.5959348439,41266.6666666667,0.417418939538922,0.232758620689655
Cham,1317,4338,58.8,ZG,Zug,1702,9032,62298.2959051633,51414.2857142857,0.427505560306855,0.23289124668435
Stansstad,441,1452,58.1,NW,Nidwalden,1510,2854,74329.8757674698,48700,0.507549438672583,0.232963549920761
Seltisberg,151,497,64.5,BL,Basel-Landschaft,2833,769,62658.0708527512,56333.3333333333,0.405247110248698,0.233024691358025
Tegerfelden,91,299,50.71,AG,Aargau,4320,627,50367.7853845496,46800,0.323655486389662,0.233333333333333
Wallbach,156,512,50.52,AG,Aargau,4261,1107,56713.0203743484,50200,0.383046194124559,0.233532934131737
Lachen,621,2038,54.8,SZ,Schwyz,1344,5022,72852.2006963035,50100,0.509064018583709,0.233546446032343
Rohrbachgraben,36,118,47.38,BE,Bern / Berne,339,241,32873.8210931894,29900,0.381928713186924,0.233766233766234
Coppet,202,662,61.57,VD,Vaud,5712,1670,91741.8671504868,56000,0.603381503781036,0.233796296296296
Arisdorf,149,488,55.3,BL,Basel-Landschaft,2821,923,57055.5762578907,52800,0.354401245776233,0.233908948194662
Niederbüren,120,393,50.44,SG,St. Gallen,3422,804,42763.0133627671,39708.7719298246,0.337240586434411,0.233918128654971
Widen,350,1146,58.82,AG,Aargau,4081,2107,64078.8358523308,53200,0.402747085170628,0.233957219251337
Sins,288,941,46.79,AG,Aargau,4239,2254,46976.6152335979,43900,0.340910057991199,0.234336859235151
Trient,19,62,74.31,VS,Valais / Wallis,6142,146,27414.352723,22950,0.53373631396201,0.234567901234568
Bottmingen,591,1928,60.9,BL,Basel-Landschaft,2767,3751,76190.6293150545,58200,0.465481172430896,0.234616911472807
Tschiertschen-Praden,23,75,38.37,GR,Graubünden / Grigioni / Grisch,3932,239,35460.3686232981,36000,0.369981242705322,0.23469387755102
Unterramsern,23,75,61.4,SO,Solothurn,2463,125,51845.2893772894,46000,0.414060081148732,0.23469387755102
Mägenwil,144,469,48.82,AG,Aargau,4032,1131,50502.9082969407,47846.1538461538,0.334380796661084,0.234910277324633
Maienfeld,253,824,53.94,GR,Graubünden / Grigioni / Grisch,3953,1711,55205.6878744923,47800,0.395531167713181,0.234911792014856
Regensberg,48,156,64.15,ZH,Zürich,95,276,65642.9342905625,58666.6666666667,0.360328640055621,0.235294117647059
Zuzwil (SG),439,1423,56.17,SG,St. Gallen,3426,2756,52549.1065566764,45683.3333333333,0.391620919137563,0.235767991407089
Nebikon,179,580,51.8,LU,Luzern,1137,1374,47841.9952348365,43696.1538461538,0.34212912443257,0.235836627140975
Altishofen,121,390,51.79,LU,Luzern,1123,843,44662.0629893277,42500,0.351464683596508,0.23679060665362
Schupfart,73,235,54.36,AG,Aargau,4259,468,49342.1905252118,47200,0.291583795476776,0.237012987012987
Gersau,201,647,56.4,SZ,Schwyz,1311,1405,46996.7496373092,38000,0.46032735557222,0.237028301886792
Besenbüren,55,177,56.42,AG,Aargau,4226,326,47880.5359858274,47157.1428571429,0.323467257149969,0.237068965517241
Chigny,28,90,62.83,VD,Vaud,5628,178,71106.1364743247,52000,0.48943166519403,0.23728813559322
Saint-Martin (VS),113,363,68.42,VS,Valais / Wallis,6087,672,30918.5006480991,30154.7619047619,0.460123938732681,0.237394957983193
Engelberg,362,1159,60.8,OW,Obwalden,1402,2701,56618.6407200286,37500,0.575573025415725,0.238001314924392
Münster-Geschinen,46,147,52.29,VS,Valais / Wallis,6074,384,31425.676757415,27411.9047619048,0.508002832246555,0.238341968911917
Einsiedeln,1405,4482,57,SZ,Schwyz,1301,8981,51329.6232224998,42722.2222222222,0.430531260136235,0.238661457448616
Grosswangen,263,838,53.54,LU,Luzern,1086,1674,41965.8262804645,39200,0.323870250594921,0.238873751135332
Meyriez,65,207,62.7,FR,Fribourg / Freiburg,2271,364,56940.8078983357,48000,0.444831171387416,0.238970588235294
Hasle (LU),166,528,55.4,LU,Luzern,1005,988,36202.0246625183,34902.3809523809,0.306729594459358,0.239193083573487
Unteriberg,233,741,54.9,SZ,Schwyz,1375,1407,42176.4178101416,37714.2857142857,0.378601072424788,0.239219712525667
Vinzel,28,89,57.56,VD,Vaud,5863,189,68181.7861424238,55700,0.487180174518334,0.239316239316239
Essertes,29,92,58.45,VD,Vaud,5788,174,52965.1958514027,47980.9523809524,0.342313730439466,0.239669421487603
Crassier,82,260,61.81,VD,Vaud,5714,596,72169.6750945115,56033.3333333333,0.48632869349972,0.239766081871345
Schlierbach,71,225,58.69,LU,Luzern,1100,402,46293.6425928964,42266.6666666667,0.326896570812925,0.239864864864865
Binn,12,38,45.13,VS,Valais / Wallis,6054,111,30983.4107917441,31296.2962962963,0.436589054056128,0.24
Savognin,79,250,46.22,GR,Graubünden / Grigioni / Grisch,3539,793,34369.9981117383,30500,0.463420052667313,0.240121580547112
Schötz,294,929,48.38,LU,Luzern,1143,2246,41383.9873970569,38800,0.335504339152999,0.240392477514309
Arni (AG),169,533,55.64,AG,Aargau,4061,1031,61498.1000987675,55153.8461538461,0.379175178451372,0.240740740740741
Hirschthal,131,413,50.93,AG,Aargau,4007,910,54993.0473658199,48605.5555555556,0.356728922634843,0.240808823529412
Schwende,159,501,46.3,AI,Appenzell Innerrhoden,3105,1201,44899.4290938192,40458.3333333333,0.394270740558363,0.240909090909091
Zufikon,390,1226,56.29,AG,Aargau,4083,2574,54482.2027789358,49400,0.35722843493106,0.241336633663366
Yens,115,360,64.73,VD,Vaud,5655,709,64820.9061038036,48555.5555555556,0.473254817590121,0.242105263157895
Auw,124,388,43.66,AG,Aargau,4223,946,48441.0234453964,45000,0.31574904033296,0.2421875
Adelboden,415,1298,64.91,BE,Bern / Berne,561,2261,32639.5579651469,31466.6666666667,0.402130308215075,0.242265032107414
Ettiswil,226,706,51.91,LU,Luzern,1128,1463,42126.5344936915,40000,0.322806390136914,0.242489270386266
Amlikon-Bissegg,127,396,54.4,TG,Thurgau,4881,770,45799.6317766055,42300,0.352484532912054,0.24282982791587
Vaz/Obervaz,205,638,47.13,GR,Graubünden / Grigioni / Grisch,3506,2333,38673.2121398194,25100,0.534952423594041,0.243179122182681
Wildberg,116,360,65.66,ZH,Zürich,182,559,52137.2277940704,48900,0.327073525649886,0.243697478991597
Blauen,68,211,51.6,BL,Basel-Landschaft,2781,427,55527.249364529,46300,0.419116966988007,0.243727598566308
Mammern,50,155,56.7,TG,Thurgau,4826,356,51769.8288873555,41150,0.454327657492387,0.24390243902439
Rüte,295,914,51,AI,Appenzell Innerrhoden,3103,1942,49998.5086785774,42350,0.407076717258695,0.244003308519438
Endingen,205,634,54.775,AG,Aargau,4305,1325,49765.2280146938,45571.4285714286,0.358868419437846,0.244338498212157
Sarmenstorf,222,686,49.49,AG,Aargau,4076,1570,49995.8412349126,45600,0.343741320941189,0.244493392070485
Lauerz,115,355,62.6,SZ,Schwyz,1365,608,46168.1053957456,40600,0.398820559985045,0.24468085106383
Bremblens,47,145,65.02,VD,Vaud,5622,254,72954.4719918191,59266.6666666667,0.440152341438793,0.244791666666667
Saanen,572,1763,54.71,BE,Bern / Berne,843,5087,61857.1123360553,33000,0.670841396412136,0.244967880085653
Schinznach,210,647,54.55,AG,Aargau,4125,1329,48779.8190306299,43500,0.377071103953733,0.245040840140023
Abtwil,78,240,49.69,AG,Aargau,4221,507,48241.5604512005,45466.6666666667,0.311704588463354,0.245283018867925
Nufenen,13,40,49.07,GR,Graubünden / Grigioni / Grisch,3693,69,34957.2636300897,27800,0.435307579486925,0.245283018867925
Buttisholz,293,900,56.95,LU,Luzern,1083,1719,43467.2669450696,41100,0.330353811532654,0.245599329421626
Salenstein,117,359,60,TG,Thurgau,4851,835,67503.3200913897,48100,0.513387115392269,0.245798319327731
Obersaxen,75,230,48.59,GR,Graubünden / Grigioni / Grisch,3612,734,28564.2175295597,21500,0.498051167827147,0.245901639344262
Leuggern,203,622,56.3,AG,Aargau,4313,1234,45849.2475364842,42414.2857142857,0.351716066715839,0.246060606060606
Chéserex,114,349,64.23,VD,Vaud,5709,678,73969.3368896424,54183.3333333333,0.508382251312275,0.24622030237581
Russikon,428,1308,60.01,ZH,Zürich,178,2367,56709.9610820891,49476.1904761905,0.390796958454121,0.246543778801843
Aristau,117,357,48.87,AG,Aargau,4222,802,51451.7663766915,46150,0.371284444101083,0.246835443037975
Vals,82,250,45.7,GR,Graubünden / Grigioni / Grisch,3603,663,36073.6771711349,34600,0.423717803434798,0.246987951807229
Saas-Fee,129,393,53.81,VS,Valais / Wallis,6290,1488,26824.0364338783,16600,0.563680772478032,0.247126436781609
Islisberg,65,198,64.78,AG,Aargau,4084,354,60572.0205101338,57364.2857142857,0.313873704824355,0.247148288973384
Denens,67,204,62.61,VD,Vaud,5631,386,65976.5792638288,49800,0.487937766860857,0.247232472324723
Orsières,357,1081,69.38,VS,Valais / Wallis,6034,2195,32556.9608037861,29700,0.481810499479309,0.248261474269819
Dürrenäsch,112,339,52.25,AG,Aargau,4134,688,46641.8225380616,44633.3333333333,0.316866125262292,0.248337028824834
Ingenbohl,851,2574,58.5,SZ,Schwyz,1364,5460,50688.862989077,42129.1666666667,0.444643090385617,0.248467153284672
Staffelbach,98,296,49.87,AG,Aargau,4284,634,45546.1768552255,42766.6666666667,0.300513270077528,0.248730964467005
Lohn (SH),100,302,77.6,SH,Schaffhausen,2917,407,49130.4900943059,46200,0.354467107309743,0.248756218905473
Dagmersellen,461,1391,54.22,LU,Luzern,1125,2933,45321.9419307763,43100,0.323325117686346,0.248920086393089
Boswil,208,627,46.85,AG,Aargau,4228,1572,47258.4855030466,44219.0476190476,0.30616655856296,0.249101796407186
Hendschiken,84,253,50.22,AG,Aargau,4198,617,45224.5161529496,44285.7142857143,0.300438626495867,0.249258160237389
Saint-Légier-La Chiésaz,449,1352,61.29,VD,Vaud,5888,2841,65192.5605517868,51900,0.486004619325518,0.249305941143809
Steinmaur,281,846,52.38,ZH,Zürich,101,1993,54315.3426892358,47933.3333333333,0.377919157669599,0.249334516415262
Galgenen,432,1297,53.2,SZ,Schwyz,1342,2953,55746.1988007422,46600,0.405055201516895,0.249855407750145
Bougy-Villars,41,123,66.54,VD,Vaud,5426,258,82944.5758021238,55492.3076923077,0.543096497184566,0.25
Corseaux,214,642,64.32,VD,Vaud,5883,1376,67668.5368286119,51723.8095238095,0.488599385480222,0.25
Emmetten,126,378,53,NW,Nidwalden,1504,917,51581.5621159405,40000,0.471379383974933,0.25
Féchy,83,249,69.12,VD,Vaud,5427,474,88160.3774653103,54866.6666666667,0.573791215198267,0.25
Rümikon,20,60,48.26,AG,Aargau,4317,144,40505.0782282005,40600,0.330673633298892,0.25
Niederhelfenschwil,270,808,52.89,SG,St. Gallen,3423,1544,45270.8997187824,41285.7142857143,0.354525571409761,0.250463821892393
Gansingen,105,314,55.76,AG,Aargau,4164,575,45808.7354595146,44400,0.326862897387196,0.250596658711217
Eschenbach (LU),384,1147,61.93,LU,Luzern,1026,2050,49341.0395472734,46200,0.344856664805273,0.250816459830176
Geroldswil,386,1149,51.87,ZH,Zürich,244,2878,55324.0964813004,47300,0.40413869706194,0.251465798045603
Treiten,42,125,51.68,BE,Bern / Berne,500,250,42175.7068986569,39543.6507936508,0.369281337010184,0.251497005988024
Trun,104,309,40.86,GR,Graubünden / Grigioni / Grisch,3987,783,35431.8226061479,35000,0.359587126344292,0.25181598062954
Aesch (LU),104,308,56.55,LU,Luzern,1021,642,47335.944305341,42387.5,0.373798556358227,0.252427184466019
Villnachern,149,441,56.71,AG,Aargau,4122,849,48801.4867408093,45600,0.341327140898778,0.252542372881356
Weggis,441,1305,62.37,LU,Luzern,1069,2689,61776.6848275466,44400,0.502936199795288,0.252577319587629
Rossinière,46,136,49.32,VD,Vaud,5842,336,37247.2023798367,35850,0.390494022825371,0.252747252747253
Hauptwil-Gottshaus,163,481,48.7,TG,Thurgau,4486,1072,43958.5178269205,40710.4166666667,0.350653339954825,0.253105590062112
Böbikon,18,53,56.8,AG,Aargau,4302,96,42986.8943274988,39179.4871794872,0.347477899821419,0.253521126760563
Chavannes-des-Bois,65,191,70.11,VD,Vaud,5708,387,82239.4213976936,65461.5384615385,0.495982353911624,0.25390625
Trélex,126,370,64.48,VD,Vaud,5730,733,105928.277531296,60250,0.650067271188804,0.254032258064516
Jouxtens-Mézery,151,443,71.51,VD,Vaud,5585,760,85573.3163261279,56733.3333333333,0.560590249031959,0.254208754208754
Stettfurt,120,352,59.3,TG,Thurgau,4606,627,56865.5989186796,48583.3333333333,0.384262735615251,0.254237288135593
